UNIT,TAILS,KG,SALES PER KG,ABW,CHICKEN SIZE,PROVINCE,YEAR,MONTH,DAY,SupplyProvince,DemandProvince,Holiday
SENGKANG,7695,19937.5,20061.09091,2.590968161,LARGE,SULAWESI SELATAN,21,12,7,4185996,4656211,0
SINJAI,4200,11073.9,20600.90844,2.636642857,LARGE,SULAWESI SELATAN,21,12,7,4185996,4656211,0
BANDAR JAYA,13156,30322.4,18753.70353,2.304834296,LARGE,LAMPUNG,21,12,7,4152685,4410467,0
PONTIANAK,25494,48391.67,19818.05732,1.898159175,MEDIUM,KALIMANTAN BARAT,21,12,7,3650682,2932352,0
MAMUJU,6145,15547.7,21851.99097,2.530138324,LARGE,SULAWESI BARAT,21,12,7,84352,391395,0
PENAJAM PASER UTARA,6980,12445.5,17188.12824,1.783022923,MEDIUM,KALIMANTAN TIMUR,21,12,7,2300037,4222539,0
PONOROGO,10102,21702.0,19242.40853,2.148287468,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
PALANGKARAYA,1600,3365.3,17500.0,2.1033125,LARGE,KALIMANTAN TENGAH,21,12,7,1467591,2763960,0
METRO,7892,19646.2,18322.05312,2.489381652,LARGE,LAMPUNG,21,12,7,4152685,4410467,0
SOLO,11313,20937.0,19597.6286,1.850702731,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
SRAGEN,11189,21077.4,19628.4314,1.883760837,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
WONOGIRI,10312,24311.5,19508.87234,2.357593095,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
BANYUWANGI,10569,17061.5,19067.85746,1.614296528,MEDIUM,JAWA TIMUR,21,12,7,28211360,34531309,0
BLITAR,13656,23713.5,19651.78907,1.736489455,MEDIUM,JAWA TIMUR,21,12,7,28211360,34531309,0
JEMBER,10449,22041.5,19563.05787,2.10943631,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
MALANG,16212,33079.8,19469.69691,2.040451517,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
PROBOLINGGO,9444,18983.5,19877.51205,2.010112241,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
SINGOSARI,7558,16620.6,19850.67206,2.199073829,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
BOJONEGORO,26220,45684.8,19516.76685,1.742364607,MEDIUM,JAWA TIMUR,21,12,7,28211360,34531309,0
KEDIRI,23601,43280.2,19728.54631,1.833829075,MEDIUM,JAWA TIMUR,21,12,7,28211360,34531309,0
LAMONGAN,7002,15307.5,19795.1429,2.186161097,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
MOJOKERTO,6211,14379.8,19766.5503,2.315214941,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
TULUNGAGUNG,8870,18094.0,19841.11031,2.039909808,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
BALIKPAPAN,11115,22083.3,17864.07376,1.986801619,MEDIUM,KALIMANTAN TIMUR,21,12,7,2300037,4222539,0
BANJARBARU,12191,23936.7,16809.47248,1.963473054,MEDIUM,KALIMANTAN SELATAN,21,12,7,4068129,3360253,0
BANJARMASIN,8740,16285.3,17383.5852,1.863306636,MEDIUM,KALIMANTAN SELATAN,21,12,7,4068129,3360253,0
BARABAI,12078,29057.7,15966.2771,2.405837059,LARGE,KALIMANTAN SELATAN,21,12,7,4068129,3360253,0
PELAIHARI,18919,44005.8,16351.35596,2.326010889,LARGE,KALIMANTAN SELATAN,21,12,7,4068129,3360253,0
PRINGSEWU,15022,25113.2,19589.94473,1.671761417,MEDIUM,LAMPUNG,21,12,7,4152685,4410467,0
MEDAN,5540,8794.6,20775.53954,1.587472924,MEDIUM,SULAWESI UTARA,21,12,7,321214,1249710,0
TULANG BAWANG,10964,21885.2,18997.85974,1.996096315,MEDIUM,LAMPUNG,21,12,7,4152685,4410467,0
MAGELANG,3678,8550.0,18000.0,2.324632953,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
SALATIGA,2234,5112.4,18000.0,2.288451209,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
YOGYAKARTA,1284,2919.2,18500.0,2.273520249,LARGE,DI YOGYAKARTA,21,12,7,3231894,4956169,0
BOGOR,4124,8393.4,20300.0,2.035257032,LARGE,JAWA BARAT,21,12,7,49942532,40767182,0
BLORA,1328,2850.0,18000.0,2.146084337,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
DEMAK,1255,2850.0,18000.0,2.270916335,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
KUDUS,1246,2850.0,18000.0,2.287319422,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
MADIUN,2668,5700.0,18500.0,2.136431784,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
SRAGEN,3575,8550.0,18500.0,2.391608392,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
WONOGIRI,6017,14250.2,18500.0,2.368323085,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
MALANG,6920,12979.5,19000.0,1.875650289,MEDIUM,JAWA TIMUR,21,12,7,28211360,34531309,0
BOJONEGORO,4289,8734.4,19000.0,2.036465377,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
GUNUNG KENCANA,3570,5077.4,20300.0,1.422240896,SMALL,JAWA BARAT,21,12,7,49942532,40767182,0
BOGOR,1764,2789.0,20300.0,1.58106576,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
PURWAKARTA,1512,2896.4,20300.0,1.915608466,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
CIREBON,1920,2987.0,20300.0,1.555729167,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
MAJALENGKA,3808,5478.0,20263.49032,1.43855042,SMALL,JAWA BARAT,21,12,7,49942532,40767182,0
SUBANG(P),3780,6180.9,20300.0,1.63515873,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
MADIUN,18772,33927.5,19234.83899,1.807346047,MEDIUM,JAWA TIMUR,21,12,7,28211360,34531309,0
KLATEN,3600,8546.0,18500.0,2.373888889,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
TANJUNG BINTANG,10860,18416.8,19077.85174,1.695837937,MEDIUM,LAMPUNG,21,12,7,4152685,4410467,0
TEBING TINGGI,5659,10312.0,20461.45656,1.822230076,MEDIUM,SUMATERA UTARA,21,12,7,7963562,8822019,0
PEMATANG SIANTAR,7882,13984.0,20931.76058,1.774168993,MEDIUM,SUMATERA UTARA,21,12,7,7963562,8822019,0
BANYUASIN,6330,13350.2,18523.40789,2.109036335,LARGE,SUMATERA SELATAN,21,12,7,4424703,5511641,0
BENGKULU,18588,36292.4,19681.35918,1.952463955,MEDIUM,BENGKULU,21,12,7,426373,1051299,0
JAMBI,20267,43267.6,19605.04396,2.134879361,LARGE,JAMBI,21,12,7,1557986,2464346,0
LUBUKLINGGAU,11802,29167.0,18900.14057,2.471360786,LARGE,SUMATERA SELATAN,21,12,7,4424703,5511641,0
MUARAENIM,9050,20006.4,18458.7582,2.210651934,LARGE,SUMATERA SELATAN,21,12,7,4424703,5511641,0
MUAROBUNGO,19948,47369.0,18450.84971,2.374624022,LARGE,JAMBI,21,12,7,1557986,2464346,0
PALEMBANG,12355,23705.5,20341.32079,1.918696884,MEDIUM,SUMATERA SELATAN,21,12,7,4424703,5511641,0
50 KOTA,6075,11660.4,19313.33402,1.919407407,MEDIUM,SUMATERA BARAT,21,12,7,2985299,4704630,0
BANGKINANG,13509,21035.4,21290.63864,1.557139685,MEDIUM,RIAU,21,12,7,8338176,5737873,0
PADANG,9441,15726.4,19768.40854,1.665755746,MEDIUM,SUMATERA BARAT,21,12,7,2985299,4704630,0
PARIAMAN,9238,16217.4,19804.11595,1.755509851,MEDIUM,SUMATERA BARAT,21,12,7,2985299,4704630,0
PAYAKUMBUH,8890,17117.7,19784.05831,1.925500562,MEDIUM,SUMATERA BARAT,21,12,7,2985299,4704630,0
PEKANBARU,6241,14290.6,20405.28039,2.289793302,LARGE,RIAU,21,12,7,8338176,5737873,0
PELALAWAN,5018,6072.8,22050.07575,1.210203268,SMALL,RIAU,21,12,7,8338176,5737873,0
RENGAT,14249,27491.8,20546.4102,1.929384518,MEDIUM,RIAU,21,12,7,8338176,5737873,0
SIJUNJUNG,8953,17437.4,19512.20365,1.947660002,MEDIUM,SUMATERA BARAT,21,12,7,2985299,4704630,0
BANDA ACEH,22438,42417.64,20789.82023,1.89043765,MEDIUM,ACEH,21,12,7,2064810,3085599,0
BINJAI,5632,10604.54,20497.97276,1.882908381,MEDIUM,SUMATERA UTARA,21,12,7,7963562,8822019,0
KISARAN,4762,7733.6,21096.34582,1.62402352,MEDIUM,SUMATERA UTARA,21,12,7,7963562,8822019,0
RANTAU PRAPAT,6582,13260.0,20631.42911,2.014585232,LARGE,SUMATERA UTARA,21,12,7,7963562,8822019,0
UNGARAN,2620,4966.6,19587.06157,1.895648855,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
SEMARANG,22488,46558.4,19438.424,2.070366418,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
KUDUS,4124,6659.6,19727.98667,1.614839961,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
SOLO,6744,9597.5,19594.45168,1.423116845,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
SRAGEN,7718,12720.5,19000.0,1.648160145,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
WONOGIRI,9374,15213.5,19000.0,1.622946448,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
JEMBER,5700,6416.6,19500.0,1.125719298,SMALL,JAWA TIMUR,21,12,7,28211360,34531309,0
MALANG,8756,9049.8,19500.0,1.033554134,SMALL,JAWA TIMUR,21,12,7,28211360,34531309,0
PROBOLINGGO,4352,7067.5,19500.0,1.623965993,MEDIUM,JAWA TIMUR,21,12,7,28211360,34531309,0
SINGOSARI,8352,10856.1,19500.0,1.299820402,SMALL,JAWA TIMUR,21,12,7,28211360,34531309,0
BOJONEGORO,6752,10257.4,19500.0,1.519164692,MEDIUM,JAWA TIMUR,21,12,7,28211360,34531309,0
PONOROGO,5136,6144.5,20000.0,1.196359034,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
LAMONGAN,6891,13849.5,18761.54374,2.009795385,LARGE,JAWA TIMUR,21,12,7,28211360,34531309,0
BANJARBARU,6650,9811.3,18375.69945,1.475383459,SMALL,KALIMANTAN SELATAN,21,12,7,4068129,3360253,0
BANJARMASIN,3420,5127.0,18000.0,1.499122807,SMALL,KALIMANTAN SELATAN,21,12,7,4068129,3360253,0
BARABAI,3910,5040.1,17000.0,1.289028133,SMALL,KALIMANTAN SELATAN,21,12,7,4068129,3360253,0
PELAIHARI,13640,24214.4,18155.11431,1.775249267,MEDIUM,KALIMANTAN SELATAN,21,12,7,4068129,3360253,0
TANJUNG,1700,2747.8,17000.0,1.616352941,MEDIUM,KALIMANTAN SELATAN,21,12,7,4068129,3360253,0
MAKASAR,1000,1588.49,20850.00031,1.58849,MEDIUM,SULAWESI SELATAN,21,12,7,4185996,4656211,0
MAROS,4000,6133.0,20958.73716,1.53325,MEDIUM,SULAWESI SELATAN,21,12,7,4185996,4656211,0
SENGKANG,2000,2929.88,20850.0,1.46494,SMALL,SULAWESI SELATAN,21,12,7,4185996,4656211,0
TULUNGAGUNG,2393,3561.5,19500.0,1.488299206,SMALL,JAWA TIMUR,21,12,7,28211360,34531309,0
UNGARAN,13728,23196.2,19156.15704,1.689699883,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
KUDUS,4770,5890.0,19505.65365,1.234800839,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
BLORA,11392,16878.0,19335.0871,1.481566011,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
SINGARAJA,4695,6492.5,19500.0,1.3828541,SMALL,BALI,21,12,7,3934482,4035697,0
GUNUNG KENCANA,2048,2949.8,20300.0,1.440332031,SMALL,JAWA BARAT,21,12,7,49942532,40767182,0
PANDEGLANG,3840,6038.2,20300.0,1.572447917,MEDIUM,BANTEN,21,12,7,12562506,10545507,0
SUKABUMI,3100,4882.4,20300.0,1.574967742,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
KLATEN,10752,14288.1,19248.00148,1.328878348,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
KULONPROGO,1926,2597.0,19450.0,1.348390447,SMALL,DI YOGYAKARTA,21,12,7,3231894,4956169,0
MAGELANG,2176,2702.2,20000.0,1.241819853,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
SALATIGA,1792,2934.4,19450.0,1.6375,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
YOGYAKARTA,6280,11345.8,18599.19265,1.806656051,MEDIUM,DI YOGYAKARTA,21,12,7,3231894,4956169,0
BOGOR,6912,9918.2,20300.0,1.434924769,SMALL,JAWA BARAT,21,12,7,49942532,40767182,0
PARUNG,1920,3166.4,20300.0,1.649166667,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
PURWAKARTA,4096,6373.7,20236.10964,1.556079102,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
MAJALENGKA,5160,5244.5,20600.0,1.016375969,SMALL,JAWA BARAT,21,12,7,49942532,40767182,0
SUBANG(P),3840,6316.9,20218.02102,1.645026042,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
BREBES,5248,8295.0,19400.0,1.580602134,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
PEKALONGAN,16710,27785.0,19400.0,1.66277678,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
PURBALINGGA,8166,13296.6,19461.21866,1.628288024,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
PURWOKERTO,3968,4909.0,19666.51049,1.237147177,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
TEGAL,4096,6044.0,19400.0,1.475585938,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
BANDAR JAYA,6400,8890.0,19165.78178,1.3890625,SMALL,LAMPUNG,21,12,7,4152685,4410467,0
BANDAR LAMPUNG,11180,16099.8,18787.51289,1.440053667,SMALL,LAMPUNG,21,12,7,4152685,4410467,0
NEGARA,2000,3001.5,19000.0,1.50075,MEDIUM,BALI,21,12,7,3934482,4035697,0
TANJUNG BINTANG,8832,11690.4,18962.3965,1.323641304,SMALL,LAMPUNG,21,12,7,4152685,4410467,0
KARAWANG,7514,11505.0,20906.85093,1.531141869,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
PARUNG,7173,8358.0,22231.33525,1.165202844,SMALL,JAWA BARAT,21,12,7,49942532,40767182,0
PURWAKARTA,31293,45502.9,20919.36492,1.454091969,SMALL,JAWA BARAT,21,12,7,49942532,40767182,0
BANDUNG,13343,19311.4,21202.4224,1.447305703,SMALL,JAWA BARAT,21,12,7,49942532,40767182,0
CIANJUR,27650,46916.4,20679.45821,1.69679566,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
GARUT,2355,4651.6,20864.49394,1.975201699,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
TASIKMALAYA,8995,13356.6,20351.24807,1.484891606,SMALL,JAWA BARAT,21,12,7,49942532,40767182,0
INDRAMAYU,5119,12680.0,20000.0,2.477046298,LARGE,JAWA BARAT,21,12,7,49942532,40767182,0
BOGOR,19897,32401.3,21104.8353,1.628451525,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
MAJALENGKA,30544,56078.5,20223.91826,1.835990702,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
BREBES,11401,20653.5,19891.12015,1.811551618,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
PEKALONGAN,3365,5746.0,20000.0,1.707578009,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
PURBALINGGA,3799,5576.0,20000.0,1.467754672,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
PURWOKERTO,12194,26203.0,19576.42255,2.148843694,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
TEGAL,4241,8720.5,20059.4576,2.056236737,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
BLORA,16882,24672.6,19482.82467,1.461473759,SMALL,JAWA TENGAH,21,12,7,44473635,25120569,0
DEMAK,13210,21631.8,19666.08881,1.637532173,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
METRO,8576,11316.6,18945.89364,1.319566231,SMALL,LAMPUNG,21,12,7,4152685,4410467,0
SUBANG(P),5773,9889.0,20281.10021,1.71297419,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
YOGYAKARTA,8780,17938.2,19831.43013,2.043075171,LARGE,DI YOGYAKARTA,21,12,7,3231894,4956169,0
CIREBON,12748,28960.0,20093.23204,2.271728899,LARGE,JAWA BARAT,21,12,7,49942532,40767182,0
MAGELANG,6406,11945.2,19692.98128,1.864689354,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
SALATIGA,11161,19648.4,19655.67782,1.760451572,MEDIUM,JAWA TENGAH,21,12,7,44473635,25120569,0
MEDAN,4096,6220.7,20800.0,1.518725586,MEDIUM,SULAWESI UTARA,21,12,7,321214,1249710,0
PEMATANG SIANTAR,8704,9834.4,21190.37257,1.129871324,SMALL,SUMATERA UTARA,21,12,7,7963562,8822019,0
TEBING TINGGI,5376,6683.5,20753.16825,1.243210565,SMALL,SUMATERA UTARA,21,12,7,7963562,8822019,0
BADUNG,11017,19601.0,18538.68425,1.779159481,MEDIUM,BALI,21,12,7,3934482,4035697,0
DENPASAR,13962,26914.5,18445.71699,1.927696605,MEDIUM,BALI,21,12,7,3934482,4035697,0
KARANGASEM,7735,16674.75,18340.32744,2.15575307,LARGE,BALI,21,12,7,3934482,4035697,0
KEDIRI BALI,15504,31307.0,18357.96308,2.019285346,LARGE,BALI,21,12,7,3934482,4035697,0
LOMBOK,8269,13491.5,18000.0,1.631575765,MEDIUM,NUSA TENGGARA BARAT,21,12,7,1929771,2845134,0
GIANYAR,12450,23512.5,18723.68953,1.888554217,MEDIUM,BALI,21,12,7,3934482,4035697,0
BINJAI,3984,6129.5,20641.38347,1.538529116,MEDIUM,SUMATERA UTARA,21,12,7,7963562,8822019,0
KULONPROGO,11843,26976.6,19462.11902,2.277851896,LARGE,DI YOGYAKARTA,21,12,7,3231894,4956169,0
NEGARA,5882,12228.5,17955.22754,2.078969738,LARGE,BALI,21,12,7,3934482,4035697,0
SUKABUMI,1756,3263.4,21319.39695,1.858428246,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
SERANG,11796,16904.2,21118.73972,1.4330451,SMALL,BANTEN,21,12,7,12562506,10545507,0
KLATEN,9599,20072.0,19741.91909,2.091051151,LARGE,JAWA TENGAH,21,12,7,44473635,25120569,0
GUNUNG KENCANA,5822,10377.6,20925.79209,1.782480247,MEDIUM,JAWA BARAT,21,12,7,49942532,40767182,0
TABANAN,16059,29106.0,18653.78273,1.812441622,MEDIUM,BALI,21,12,7,3934482,4035697,0
SINGARAJA,5436,11914.25,18000.0,2.191731052,LARGE,BALI,21,12,7,3934482,4035697,0
PANDEGLANG,12338,27006.3,20172.81782,2.188871778,LARGE,BANTEN,21,12,7,12562506,10545507,0
GORONTALO,4170,8953.6,24071.39028,2.147146283,LARGE,GORONTALO,21,12,8,83222,409450,0
PENAJAM PASER UTARA,7250,13483.7,18918.62397,1.85982069,MEDIUM,KALIMANTAN TIMUR,21,12,8,2300037,4222539,0
PONTIANAK,22747,39165.76,19353.67321,1.721798919,MEDIUM,KALIMANTAN BARAT,21,12,8,3650682,2932352,0
SAMARINDA,510,762.1,21500.0,1.494313725,SMALL,KALIMANTAN TIMUR,21,12,8,2300037,4222539,0
TANJUNG,12391,24296.5,17824.74225,1.960818336,MEDIUM,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
BONE,6675,15843.8,19220.78668,2.373602996,LARGE,SUMATERA SELATAN,21,12,8,4424703,5511641,0
BULUKUMBA,3810,9706.2,20172.78132,2.547559055,LARGE,SUMATERA SELATAN,21,12,8,4424703,5511641,0
GOWA,8160,15370.9,19491.84173,1.883688725,MEDIUM,SULAWESI SELATAN,21,12,8,4185996,4656211,0
SINJAI,2655,6599.6,19942.76926,2.485725047,LARGE,SULAWESI SELATAN,21,12,8,4185996,4656211,0
MAKASAR,4925,10782.3,18933.13115,2.189299492,LARGE,SULAWESI SELATAN,21,12,8,4185996,4656211,0
MAMUJU,7350,16197.4,20673.3735,2.203727891,LARGE,SULAWESI BARAT,21,12,8,84352,391395,0
MANADO,6754,13411.9,22021.80153,1.985771395,MEDIUM,SULAWESI UTARA,21,12,8,321214,1249710,0
MAROS,10675,22447.5,18777.16004,2.102810304,LARGE,SULAWESI SELATAN,21,12,8,4185996,4656211,0
PALOPO,8487,20746.9,21023.49749,2.444550489,LARGE,SULAWESI SELATAN,21,12,8,4185996,4656211,0
PALU,4860,9718.7,23006.06048,1.99973251,MEDIUM,SULAWESI TENGAH,21,12,8,213081,1001795,0
PARE-PARE(SIDRAP),8510,19891.8,18938.49978,2.33746181,LARGE,SULAWESI SELATAN,21,12,8,4185996,4656211,0
SENGKANG,5170,12621.7,20026.1098,2.441334623,LARGE,SULAWESI SELATAN,21,12,8,4185996,4656211,0
PELAIHARI,9390,20875.7,17604.53542,2.223184239,LARGE,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
KENDARI,6945,12731.7,21580.19353,1.833218143,MEDIUM,SULAWESI TENGGARA,21,12,8,84352,674013,0
PALANGKARAYA,2370,5020.2,18500.0,2.118227848,LARGE,KALIMANTAN TENGAH,21,12,8,1467591,2763960,0
UNGARAN,3245,5431.2,19796.14082,1.673713405,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
BANJARMASIN,8932,18570.1,18019.27292,2.079052844,LARGE,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
BANDAR JAYA,9024,22005.8,18412.31403,2.438585993,LARGE,LAMPUNG,21,12,8,4152685,4410467,0
MADIUN,14505,30985.0,19137.74568,2.136159945,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
PONOROGO,9876,20166.0,19698.83963,2.041919806,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
SOLO,10421,20785.3,19460.12085,1.994559063,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
SRAGEN,11517,26545.2,19193.41727,2.30487106,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
WONOGIRI,9215,21120.5,19364.12017,2.291969615,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
BANYUWANGI,15408,30877.3,18579.69285,2.003978453,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
BLITAR,21328,37609.5,19672.14135,1.763386159,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
JEMBER,6931,13858.4,19626.81983,1.999480594,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
MALANG,12029,27983.4,19308.26669,2.326328041,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
PROBOLINGGO,8012,14439.7,19719.53365,1.802259111,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
SINGOSARI,9745,22080.4,19781.82551,2.265818368,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
BOJONEGORO,12383,27557.4,19610.93137,2.225421949,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
KEDIRI,17645,36443.4,19740.23527,2.065366959,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
LAMONGAN,6968,15548.5,19833.02569,2.23141504,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
MOJOKERTO,6330,13173.3,19566.23625,2.081090047,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
TULUNGAGUNG,8124,19257.2,19950.8184,2.370408666,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
BALIKPAPAN,5085,10290.4,19603.14468,2.023677483,LARGE,KALIMANTAN TIMUR,21,12,8,2300037,4222539,0
BANJARBARU,10885,23292.7,17806.60786,2.139889757,LARGE,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
BARABAI,14362,34183.9,17183.42465,2.38016293,LARGE,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
BANDAR LAMPUNG,8047,15988.0,19292.19415,1.986827389,MEDIUM,LAMPUNG,21,12,8,4152685,4410467,0
BANDA ACEH,11808,21162.98,20933.78579,1.792257791,MEDIUM,ACEH,21,12,8,2064810,3085599,0
PRINGSEWU,14118,29112.4,18889.24994,2.062076781,LARGE,LAMPUNG,21,12,8,4152685,4410467,0
TEBING TINGGI,7072,11750.0,20607.14553,1.6614819,MEDIUM,SUMATERA UTARA,21,12,8,7963562,8822019,0
KLATEN,1141,2850.0,19000.0,2.49780894,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
SALATIGA,5942,14250.0,18500.0,2.39818243,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
CIANJUR,2652,5581.0,20083.28722,2.104449472,LARGE,JAWA BARAT,21,12,8,49942532,40767182,0
SUBANG(P),1764,3303.7,20300.0,1.872845805,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
KUDUS,1257,2850.0,18500.0,2.267303103,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
MADIUN,3354,8550.0,19000.0,2.549194991,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
SRAGEN,3608,8550.6,19000.0,2.369900222,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
RANTAU PRAPAT,7869,16217.4,20693.31705,2.060922608,LARGE,SUMATERA UTARA,21,12,8,7963562,8822019,0
WONOGIRI,5077,11449.0,19000.0,2.255071893,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
MALANG,5922,12436.2,19000.0,2.1,LARGE,JAWA TIMUR,21,12,8,28211360,34531309,0
TULUNGAGUNG,1568,2941.7,19000.0,1.876084184,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
PANDEGLANG,1792,2608.1,20300.0,1.455412946,SMALL,BANTEN,21,12,8,12562506,10545507,0
PURWAKARTA,3430,5367.5,20207.71868,1.564868805,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
INDRAMAYU,3906,5269.2,20850.67183,1.349001536,SMALL,JAWA BARAT,21,12,8,49942532,40767182,0
MAJALENGKA,1920,2911.0,20300.0,1.516145833,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
SUBANG(P),3528,5991.2,20300.0,1.698185941,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
SEMARANG,15752,29522.8,19441.00018,1.874225495,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
BLITAR,3108,6079.0,19000.0,1.955920206,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
PEMATANG SIANTAR,6219,11038.4,20823.22438,1.774947741,MEDIUM,SUMATERA UTARA,21,12,8,7963562,8822019,0
MEDAN,8780,13926.2,20459.2387,1.586127563,MEDIUM,SULAWESI UTARA,21,12,8,321214,1249710,0
KISARAN,3754,6446.7,20861.99916,1.717288226,MEDIUM,SUMATERA UTARA,21,12,8,7963562,8822019,0
TANJUNG BINTANG,9115,17570.2,19077.58364,1.927613823,MEDIUM,LAMPUNG,21,12,8,4152685,4410467,0
TULANG BAWANG,12819,26666.6,19016.82704,2.080240268,LARGE,LAMPUNG,21,12,8,4152685,4410467,0
BANYUASIN,10093,14333.0,19335.98688,1.420093134,SMALL,SUMATERA SELATAN,21,12,8,4424703,5511641,0
BENGKULU,15309,30767.4,19653.43188,2.009758965,LARGE,BENGKULU,21,12,8,426373,1051299,0
